,key,translation
14327,evolution,7284
14328,criminelos,49477
14329,expensive,2525
14330,mithril,56270
14331,chastity,11486
14332,yearning,19269
14333,interpreters,53758
14334,france,2526
14335,mostro,92948
14336,jusht,87712
14337,taurus,20213
14338,madwoman,12566
14339,kalmback,54266
14340,simon,2528
14341,revved-up,100640
14342,healing,8680
14343,electrophile,50772
14344,reinforcing,100312
14345,loosen,10130
14346,shopping,3867
14347,zasfied,113299
14348,t.l,37990
14349,eagle-eyed,50625
14350,brenda,6974
14351,unnecessary,2529
14352,lynn,9017
14353,luke,3012
14354,roguish,32340
14355,bewbs,69880
14356,taken.,61525
14357,coat,2532
14358,bulldozer,11791
14359,stickball,105518
14360,muh-macho,93206
14361,wide,2535
14362,octets,95054
14363,reveals,14271
14364,'frigerator,64395
14365,cartoon-perfect,72474
14366,countess,7787
14367,wrightby,63611
14368,drank,2537
14369,upsets,16046
14370,'draco,64296
14371,frump,81299
14372,dependenton,76187
14373,unknown,4247
14374,murdoch,12592
14375,unharmed,17458
14376,carcasses,11795
14377,bliad,70383
14378,pecker,7114
14379,well-connected,111578
14380,growled,2538
14381,sleepy-fuck,104077
14382,'silence,33141
14383,offense,2539
14384,passage,7516
14385,goodness,5515
14386,-listen,45629
14387,rear,2542
14388,midnite,56128
14389,slaving,26688
14390,japan,3992
14391,unflashy,29777
14392,canada,6643
14393,dogged,25584
14394,skinjob,44071
14395,bandales,69042
14396,reflected,11670
14397,spanish,2543
14398,rudi,26561
14399,undeserving,62650
14400,bee,5040
14401,twilight…,109312
14402,marys,24273
14403,jaq,53967
14404,jojohn,87533
14405,tube,2544
14406,fatso,6836
14407,fatherland,30966
14408,patsies,16511
14409,rennie,26512
14410,insult,2546
14411,contraption,14033
14412,kick-ass,2547
14413,can'tfucking,48423
14414,s01e01,59575
14415,nokes,21203
14416,endless,4192
14417,cigs,34136
14418,bártekovsky,48299
14419,believe-,69666
14420,resurrection,15306
14421,lawyers,2548
14422,chucked,14022
14423,off-balanced,95138
14424,jello,31445
14425,blacklisted,27373
14426,poo,2549
14427,dutohead,34690
14428,fial,51360
14429,flycatcher,51553
14430,damascus,23673
14431,poets,9042
14432,reservoir,17298
14433,popara,98192
14434,sony,37778
14435,yourself.,27047
14436,cuban,7270
14437,elf,4035
14438,threaten,2551
14439,'buttock,64178
14440,breezy,25314
14441,shabab,60144
14442,bulimic,11467
14443,irrepressible,20989
14444,'trickle,65058
14445,presumptuously,98616
14446,janitor,5563
14447,forerunners,51615
14448,littlewhite,89944
14449,don'tknow,50300
14450,d.q,75450
14451,huang,17079
14452,tower,2552
14453,barstuds,69186
14454,colleen,30550
14455,creations,25482
14456,fiend,6068
14457,doc,2556
14458,populated,11976
14459,gamble,7806
14460,role,3226
14461,drain,2557
14462,wheaton,29905
14463,intriguing,24109
14464,crewed,40131
14465,eggheads,23778
14466,lt.,18824
14467,infidels.,86448
14468,identifies,25936
14469,accomplice,5363
14470,pray,2559
14471,severen,37566
14472,band-aid,16809
14473,winters,11744
14474,salim,37420
14475,boldness,21904
14476,tastes,2563
14477,wracked,112585
14478,fahrbots,79442
14479,mentioned,4236
14480,wheel,2674
14481,unbearably,26904
14482,smoker,8084
14483,polybird,98087
14484,thad,8208
14485,fire-mountains,80200
14486,shamans,21449
14487,vuodan,111046
14488,invited,2566
14489,disaster,2572
14490,'poor,23248
14491,clotted,20586
14492,'president,64810
14493,chucklehead,30512
14494,democracy,5604
14495,queerly,99446
14496,qiu,29142
14497,guerrilla,17793
14498,doors,2573
14499,clowndom,49016
14500,toho,29672
14501,17,3534
14502,karishma,54301
14503,retreated,22843
14504,bildad,47551
14505,wounds,2575
14506,murmur,36514
14507,chalky,23533
14508,24,2576
14509,focus,2799
14510,somber,14310
14511,charity,4403
14512,snicked,104428
14513,sanction,21398
14514,pursuers,22794
14515,caddyshack,48343
14516,ashamed,2577
14517,brown-eyed,48096
14518,squirt,7751
14519,crawled,4440
14520,payday,24453
14521,condom,2615
14522,pullin,32177
14523,kuwalei,88875
14524,carried,2578
14525,foreign-born,51612
14526,notion,5267
14527,possibility,3912
14528,goosedown,82746
14529,lack,2579
14530,as-as-like,68154
14531,numskull,31914
14532,molecules,17952
14533,original,2580
14534,islanders-in-sea,86882
14535,aftersh,66778
14536,sister-in-law,8453
14537,unclesfound,109691
14538,t.v,61477
14539,ragged-trousered,99644
14540,abby,4920
14541,cyrgon,25508
14542,throne,2582
14543,defib,75989
14544,unit,2583
14545,lounge,10773
14546,marine,3768
14547,meredith,7302
14548,seth,4394
14549,ads,8483
14550,white-trash,13922
14551,eastwood,12120
14552,ruffled,20072
14553,breaks,2585
14554,vincenzi,110835
14555,remarkable,8176
14556,apron,8003
14557,styricum,61206
14558,complacent,14981
14559,decathlon,75889
14560,hardly,2587
14561,friendly,3739
14562,wig,4248
14563,vager,110428
14564,goa,31139
14565,sexologist,60125
14566,lunatics,2588
14567,chaselon,48731
14568,keli,28513
14569,hypnosis,22418
14570,ríša,101421
14571,mondays,28809
14572,douche-compadres,77404
14573,juliet,6198
14574,dagon,49670
14575,apotheosis,67821
14576,concrete,5599
14577,reshaping,100489
14578,staveb,12680
14579,incorporating,53644
14580,minister,2589
14581,kealty,41952
14582,hakeswill,83565
14583,slit,2592
14584,contraction,40048
14585,ninny,10327
14586,freemason,51704
14587,interim,41765
14588,nazaretsky,56804
14589,teldy,107127
14590,disrespectfulfor,76870
14591,delightful,10952
14592,bits,2595
14593,ropuchate,101094
14594,partay,96677
14595,uh-uh,18222
14596,dumbass,3465
14597,kingdom,2596
14598,sleepwalker,15346
14599,ooh,2597
14600,roger,2598
14601,entrust,16290
14602,hae-won,52660
14603,shingelton,60275
14604,kiel,54459
14605,junk—and,87698
14606,detroit,6246
14607,city-wide,48941
14608,assimilation,25214
14609,aryan,8354
14610,curs,30659
14611,servant,2599
14612,shithole,2600
14613,dario,30691
14614,wouldnt,29944
14615,cwack,75355
14616,stripper,2601
14617,ehh,40580
14618,year-end,63706
14619,corpses,2602
14620,/blaming,65550
14621,psychos,7119
14622,g.b,51859
14623,inspector,4680
14624,candi,48435
14625,klunk,88430
14626,wrapped,2603
14627,éook,113601
14628,womanthat,112359
14629,myconid,93427
14630,adson,66676
14631,former,2604
14632,flexura,80493
14633,knight,2882
14634,obliging,57203
14635,wormboy,112514
14636,zones,13099
14637,fifteen-year,80042
14638,unlocked,11418
14639,crooked,2609
14640,panty-man,57701
14641,arkad,68018
14642,nack,56689
14643,iscred,86862
14644,deranged,2610
14645,wanna-you,111200
14646,nutshell,12941
14647,zeroni,16079
14648,blister,17584
14649,heroin,2611
14650,zone,3120
14651,shit-eater,43963
14652,ofreloe,95271
14653,blasting,12759
14654,conqueror,15554
14655,ugh,2612
14656,monitors,15804
14657,funnels,41069
14658,pint-sized,58117
14659,chomp,30505
14660,pelorat,26351
14661,/,2613
14662,respectively,59198
14663,swept,6155
14664,stoned,4301
14665,saldo,101603
14666,dais,30682
14667,greasy,2617
14668,eye-fuck,51127
14669,dervishes,40300
14670,healthy,2618
14671,viselike,110876
14672,listened,2620
14673,badussy,68887
14674,melon,8563
14675,ruth,7213
14676,temhton,61701
14677,bud,4663
14678,'ringing,64857
14679,foam,5611
14680,potshot,37012
14681,fanboy,40799
14682,forged,13251
14683,turd,2625
14684,unfondled,109868
14685,four-inch,31051
14686,storage,6798
14687,frazier,15645
14688,emplaced,78472
14689,unite,13074
14690,softer,20150
14691,trickle-down,108892
14692,joke…,87539
14693,cowboy,2628
14694,za,45307
14695,fruitful,31080
14696,tubman,38237
14697,'nobby,45503
14698,jeff,2631
14699,agard,66805
14700,handshake,15678
14701,mugger,13329
14702,leather,2632
14703,cloakup,73609
14704,candy-ass,18427
14705,spaz-a-thon,104946
14706,attitude,2638
14707,lindsay,7834
14708,frames,17028
14709,eking,78309
14710,technically,4628
14711,sticks,2642
14712,cocked,13173
14713,nonsensical.,94564
14714,research,3750
14715,chowing,30507
14716,mush,8708
14717,no-face,42801
14718,shetan,60254
14719,checkin,27541
14720,kindly,5392
14721,joints,9904
14722,doogie,77261
14723,hernandez,19714
14724,ed,2644
14725,remarried,29199
14726,majesty,2648
14727,charlatanism,48720
14728,opie,13763
14729,auditori,46907
14730,safed,59613
14731,headand,84222
14732,accelerator,23285
14733,cider,19466
14734,rome,2649
14735,shit-encrusted,103184
14736,sin,2650
14737,outstretched,12250
14738,mcqueen,15207
14739,atavistic,46878
14740,siriner,60484
14741,countries,5124
14742,wise,2651
14743,abdominals,66391
14744,midwives,42517
14745,opportune,26303
14746,cuff,3417
14747,kanga,54284
14748,skeezer,103863
14749,aids,2654
14750,mammalucco,55629
14751,chalets,72806
14752,wednesbury,63253
14753,boob,2655
14754,lazier,89283
14755,kittridge,35866
14756,havish,52909
14757,morticizes,92917
14758,idleness,24063
14759,digging,2656
14760,thar,61791
14761,craned,30621
14762,smoked,2659
14763,mist,6453
14764,pushy,11068
14765,taffie,106744
14766,assault,2661
14767,mount,5740
14768,caricature,12776
14769,behindtill,69612
14770,partial,8716
14771,hollywood,2665
14772,gay-rage,81946
14773,laptops,28576
14774,bum-bum,25333
14775,dinghies,76647
14776,rosenberg,29263
14777,heather,7492
14778,model,2666
14779,screwup,11087
14780,dreadful,3439
14781,cutyourship,34374
14782,.38,9422
14783,capitol,14014
14784,pizza,2668
14785,java,31441
14786,neon,12598
14787,aroma,12746
14788,mcgiggles,91562
14789,grandparent,82891
14790,root,3800
14791,v-jays,110376
14792,species,2671
14793,irritability,41801
14794,skulls,4496
14795,testicles,2672
14796,infectees,86431
14797,considers,10943
14798,maximize,31726
14799,washed,2673
14800,spry,44254
14801,pullman,26448
14802,kolski,88580
14803,permission,2681
14804,rings,4460
14805,divest,76928
14806,jaffords,28453
14807,painful,2762
14808,elastic,30877
14809,overtones,36778
14810,realise,2683
14811,repeat,2684
14812,suquamish,106329
14813,ribs,2685
14814,ll,3721
14815,rajiv,29158
14816,sugar,2686
14817,katsov,54329
14818,eat-up,78088
14819,soybeans,32588
14820,mauro,21137
14821,porno,3041
14822,street-punk,61147
14823,fuckwittage,25768
14824,murmandamus,31842
14825,6,2687
14826,-'night,65167
14827,cantaloupe,48454
14828,rig,9056
14829,adults,7666
14830,shootout,15333
14831,eagles,10467
14832,stunts,14321
14833,expended,51098
14834,coffin,2688
14835,jerks,2693
14836,rasputia,58921
14837,booty,3132
14838,beatrix,23403
14839,chickpeas,39858
14840,half-muslim,52723
14841,a.m.to,66334
14842,licking,2694
14843,ax,5199
14844,establishing,34800
14845,berdoo,27348
14846,podiatrist,22748
14847,paule,96804
14848,crapabout,74843
14849,soup,2696
14850,hourglass,25918
14851,smartmouth,104283
14852,background,2698
14853,cleric,20580
14854,cadets,25350
14855,spaceman,32590
14856,potter,5271
14857,sensitive,2703
14858,schaller,101964
14859,pooh,18036
14860,highest,4710
14861,tosister,108556
14862,blue-belly,70527
14863,chopped-up,27562
14864,herdhitze,84544
14865,speed,2704
14866,seamers,102276
14867,manyook,91178
14868,ungovernable,62674
14869,flimsy,14542
14870,honestly,2708
14871,nato,10542
14872,faruskiar,51246
14873,heaping,84263
14874,ashore,10224
14875,brew-sketta,71247
14876,youth,2710
14877,ergot,78733
14878,'goddamn,18287
14879,cowards,2713
14880,steaks,14316
14881,danko,40211
14882,distant,5245
14883,doin'here,77113
14884,communist,4541
14885,reema,100234
14886,jury,2715
14887,ring-tone,100822
14888,benedicto,27342
14889,reprovingly,100451
14890,nawab,36549
14891,legal,2716
14892,kingman,54501
14893,furious,2980
14894,ging,82268
14895,911,9097
14896,jockstrap,54097
14897,qave,99352
14898,d-tank,49636
14899,obliterated,10330
14900,roman,2719
14901,stammering,32629
14902,short-sighted,9229
14903,hellsgate,41453
14904,moresubmissive,92855
14905,junker,35776
14906,bleedin,6734
14907,coddled,73833
14908,burial,5417
14909,observing,15239
14910,curdle,49578
14911,inseam,53721
14912,brings,2725
14913,rawi,58962
14914,prdelova,98456
14915,jekyll,87291
14916,fbi,2727
14917,marabunta,55692
14918,machine-but,90684
14919,angering,67521
14920,borelise,47900
14921,slouchin,104176
14922,incredibly,2728
14923,alemony,67041
14924,random,2729
14925,philadelphia,10555
14926,retirees,15307
14927,keshian,35837
14928,sores-ish,104797
14929,versace,19228
14930,william,2731
14931,sailors,6612
14932,respectthat,100508
14933,burnt,2734
14934,chuck,2735
14935,father.,40820
14936,otataral,95934
14937,five-year-old,13652
14938,manners,3542
14939,fonts,80702
14940,golf,2737
14941,painters,13770
14942,waffen,29875
14943,liars,2738
14944,police­men,98051
14945,pice,97399
14946,stupid-ass,21543
14947,second-bed,102305
14948,muhammad,10794
14949,jeremy,3862
14950,force-feed,51604
14951,butlneedyou,71784
14952,gasped,5905
14953,phasers,15869
14954,distroying,76904
14955,sides,2739
14956,foul-fuming,80927
14957,ismail,53831
14958,unseasoned,110084
14959,yards,2741
14960,blondes,7366
14961,limpy,31603
14962,cardassian,19440
14963,acts,2742
14964,javadi,28463
14965,warriors,3216
14966,tupping,109175
14967,08/25/2008,65612
14968,louise,7503
14969,musthave,42690
14970,casalesi,72486
14971,mets,21148
14972,karen,3720
14973,community,2743
14974,travelled,16026
14975,melvyn,36330
14976,montolio,36448
14977,hee-hawing,84347
14978,darling,2744
14979,work-,63564
14980,swoop,12009
14981,fanny,2747
14982,happy-,83916
14983,kiva,31513
14984,grade,2748
14985,overlook,13343
14986,dime-store,40371
14987,mcclure,55862
14988,path,2750
14989,range,2752
14990,r.h.i.b,99547
14991,stupidest,3639
14992,parentage,96605
14993,smudge,22968
14994,laughingstock,18793
14995,fοr,35071
14996,savage,2754
14997,cocoon,14462
14998,prescribed,18042
14999,black-hooded,47636
15000,'although,64059
15001,imagining,7401
15002,croat,40134
15003,slave-whore,60581
15004,niedermann,94125
15005,nihilists,56945
15006,indos,86401
15007,payne,17224
15008,troops,2757
15009,bierstone,47519
15010,snorkling,104489
15011,bumbler,25334
15012,artistic,12388
15013,cgmp,19456
15014,automatons,39239
15015,34,18297
15016,probable,16545
15017,eternal,2759
15018,trimurti,108923
15019,eternity,2760
15020,cannonball,8641
15021,resisting,14270
15022,anglarè,67527
15023,jig,16406
15024,munson,28840
15025,o-o-okay,94938
15026,popovic,58314
15027,taller,6958
15028,decisively,40250
15029,circumstance,30516
15030,guevara,28231
15031,rage,2764
15032,mounds,24339
15033,wooden,3105
15034,stalker,5315
15035,engine,2770
15036,endgame,40632
15037,extremely,2771
15038,crawling,3313
15039,jimmied,54072
15040,streaker,29538
15041,breastfeeding,20522
15042,league,2772
15043,shrink,3276
15044,loonies,15764
15045,rubber,2774
15046,sum,8325
15047,caucasians,23521
15048,dairies,75513
15049,dorado,50333
15050,spider,2775
15051,throughalucard,107980
15052,counter-spell,49381
15053,sterility,61070
15054,wave,2776
15055,interview,3419
15056,affiliate,46214
15057,mis,28790
15058,long-term,10771
15059,delaying,20651
15060,open-heart,95698
15061,500,2778
15062,bars,2780
15063,littlepunks,89940
15064,castile,23517
15065,windows,3022
15066,legendary,9513
15067,best-selling,69827
15068,unquestionably,29794
15069,stretch,4467
15070,billion,3592
15071,carton,10663
15072,unabashed,62583
15073,tais,61519
15074,witchery,27016
15075,nine-planet,94222
15076,vacation,2854
15077,outbid,36761
15078,iron-plated,86803
15079,incapable,4519
15080,erotoman,78769
15081,daniel,2781
15082,six-shooter,44054
15083,drozd,50466
15084,portis,58336
15085,praying,4141
15086,l.a.the,88926
15087,compromise,8954
15088,balalaika,68941
15089,goons,5658
15090,boromir,20513
15091,dgi,50028
15092,medea,55931
15093,overruled,57576
15094,whoopin,111968
15095,rety,24587
15096,trenchfoot,108846
15097,effort,2782
15098,barn-by-bitches,69158
15099,assholesl,68317
15100,riot,4908
15101,bitten,3869
15102,tacky,13045
15103,lagertha,54813
15104,pegasus,32046
15105,ignite,12883
15106,lump,2784
15107,yourselves,5707
15108,triger,108907
15109,shrank,29401
15110,ralph,2788
15111,rightful,15310
15112,hawaii,8996
15113,excavations,79101
15114,sara,4806
15115,junkies.,87695
15116,will-o'-the-wisp,63451
15117,served,2789
15118,sodomizes,104577
15119,foolin,22263
15120,hears,4676
15121,yelled,2793
15122,ice-cream,8684
15123,u.c,109472
15124,sandsi,101702
15125,bitter,2794
15126,prayers,7204
15127,natures,28870
15128,iin,53541
15129,catkin,25366
15130,marathon,12920
15131,zephyr,63893
15132,earlier,2796
15133,chrudim,73318
15134,duel,6248
15135,fool—even,80744
15136,company-rejected,74071
15137,reservation,8731
15138,f,2797
15139,discourage,22140
15140,zato,63868
15141,lycans,28669
15142,'vorga,65108
15143,jersey,2801
15144,τhey,38695
15145,mucky,31835
15146,pellets,12614
15147,fetes,79977
15148,any-one,67746
15149,pisses,2803
15150,»,13927
15151,sora,60798
15152,fleas,7486
15153,ulicia,109558
15154,-so,45637
15155,'57,64028
15156,settle,2806
15157,advisers,25156
15158,half-sane,83689
15159,pores,24504
15160,wishes,5319
15161,cujan,75198
15162,saddled,20082
15163,sotomayor,60810
15164,skorpio,37703
15165,battlefields,39346
15166,ex-wife,2809
15167,paddles,22693
15168,cabin,3594
15169,could-and,74614
15170,devour,6010
15171,overheads,57566
15172,friday,2811
15173,'vorenus,65107
15174,ofweed,95292
15175,f.i.s.h,34865
15176,sunday,2814
15177,muddying,93178
15178,ingrates,15718
15179,glurk,31135
15180,lyophilisate,90574
15181,chances,2816
15182,shitball,60312
15183,esprit,50961
15184,nub,26270
15185,direction,2819
15186,backgrounds,39264
15187,clerics,14025
15188,ymor,112921
15189,viciously,13483
15190,payin,29004
15191,you—slothrop—stay,113187
15192,nbar,93774
15193,pet,2822
15194,cockblocking,39952
15195,poverty,5628
15196,variation,32939
15197,deep-cut,49848
15198,twentysomething,109302
15199,jarhead,24126
15200,betide,47473
15201,affair,2825
15202,kaan,26025
15203,bankrupt,6637
15204,ard,67939
15205,slanted,22958
15206,current,3940
15207,rectal,11365
15208,image,2830
15209,jibes,87414
15210,tariq,23055
15211,summon,6801
15212,dje,76948
15213,dauphin,49750
15214,heh,5384
15215,retard-boy,100547
